Date,latent_factor_monthly_mean,latent_factor_monthly_last,inflation_rate_pct,price_index_full,price_index_rebased
2019-10-31,-4.213679612008105,-6.253135871242417,0.2,2597.3551932458668,134.6279824572883
2019-11-30,-5.616173813042603,-5.207438858010637,-0.1,2594.7578380526206,134.49335447483102
2019-12-31,-6.719227882639266,-8.639980078017988,-0.1,2592.163080214568,134.35886112035618
2020-01-31,-7.982481181701199,-5.891806583840356,0.4,2602.5317325354263,134.8962965648376
2020-02-29,-4.341286520229977,0.8726881211887939,0.3,2610.3393277330324,135.3009854545321
2020-03-31,8.26148825989208,13.153699599541408,-0.2,2605.1186490775663,135.03038348362304
2020-04-30,13.553117774819862,12.75066030338401,-0.7,2586.8828185340235,134.0851707992377
2020-05-31,10.532889849373003,7.739020142696048,0.0,2586.8828185340235,134.0851707992377
2020-06-30,7.399248011205813,7.824958487000902,0.5,2599.817232626693,134.75559665323385
2020-07-31,4.829135986676123,1.0237169986059935,0.5,2612.8163187898263,135.4293746365
2020-08-31,0.4712670460892078,0.7559427578651311,0.3,2620.6547677461954,135.8356627604095
2020-09-30,4.524133407651649,5.982110122993917,0.1,2623.275422513941,135.9714984231699
2020-10-31,6.749397774609938,10.850729713231472,0.0,2623.275422513941,135.9714984231699
2020-11-30,6.6292024729789985,5.90924744212656,-0.1,2620.6521470914277,135.83552692474674
2020-12-31,3.688999075437823,2.7699236282448334,0.1,2623.2727992385185,135.97136245167144
2021-01-31,4.042760650876186,6.89404915846544,0.4,2633.7658904354726,136.51524790147815
2021-02-28,4.885214657804889,7.513149366527101,0.5,2646.9347198876494,137.1978241409855
2021-03-31,7.6683820882504685,9.128591981429258,0.7,2665.4632629268626,138.1582089099724
2021-04-30,5.461792811556885,4.926609981787891,0.8,2686.7869690302778,139.26347458125215
2021-05-31,2.712294213034716,0.7610633476872017,0.8,2708.28126478252,140.37758237790217
2021-06-30,2.3958525826365364,4.182042042591032,0.9,2732.655796165562,141.6409806193033
2021-07-31,4.125663425488721,3.606239575665636,0.5,2746.3190751463894,142.34918552239978
