Date,latent_factor
2024-04-25,0.28518885276472433
2024-04-26,0.36449955445716353
2024-04-29,0.010957015262762071
2024-04-30,1.5681380079876295
2024-05-01,1.0408774495188287
2024-05-02,0.380737474677574
2024-05-03,-0.29133100206544793
2024-05-06,-0.615700575459993
2024-05-07,-0.271824559236481
2024-05-08,-0.23594673788068357
2024-05-09,-1.1594129993955813
2024-05-10,-1.3156776538313881
2024-05-13,-0.7802701889970125
2024-05-14,-1.2134070874650549
2024-05-15,-2.720465090000942
2024-05-16,-2.6292755770935363
2024-05-17,-3.376619698740781
2024-05-20,-3.316656099337321
2024-05-21,-3.316527642977753
2024-05-22,-2.24127042172175
2024-05-23,-1.2921603500921128
2024-05-24,-2.1884305996293194
2024-05-27,-2.2404580101708835
2024-05-28,-2.4147798775590172
2024-05-29,-1.1088060449244532
2024-05-30,-1.3573503531006659
2024-05-31,-1.8266139192416373
2024-06-03,-2.2860167419614617
2024-06-04,-2.0054141743456895
2024-06-05,-2.487751752285862
2024-06-06,-3.0527820057802435
2024-06-07,-1.506978365249537
2024-06-10,-1.473464723092116
2024-06-11,-1.473447269885764
2024-06-12,-2.576563362669478
2024-06-13,-1.9227260892727724
2024-06-14,-1.6059865470060883
2024-06-17,-1.8634139607631393
2024-06-18,-2.3758599792796993
2024-06-19,-2.4215275588654737
2024-06-20,-2.085361758724922
2024-06-21,-1.4084947839649924
2024-06-24,-1.8863473416073082
2024-06-25,-1.7942430051004679
2024-06-26,-1.2808253985200395
2024-06-27,-1.9588356861173548
2024-06-28,-1.943858333310879
2024-07-01,-2.2806687120042635
2024-07-02,-2.542348426198773
2024-07-03,-3.2649287258486455
2024-07-04,-3.318299205143441
2024-07-05,-3.9947402967802876
2024-07-08,-3.565538249967535
2024-07-09,-3.390134587634492
2024-07-10,-3.5019338753585756
2024-07-11,-4.625229679852575
2024-07-12,-5.1756694798202885
2024-07-15,-4.8860719494384925
2024-07-16,-5.222904459218651
2024-07-17,-5.317489302853105
2024-07-18,-4.210189210665475
2024-07-19,-3.0612806034152356
2024-07-22,-3.687326701281122
2024-07-23,-3.4708237821513275
2024-07-24,-2.3722351392167353
2024-07-25,-1.9061864434862006
2024-07-26,-2.762253179157542
2024-07-29,-2.2937017295974145
2024-07-30,-2.1017781007503897
2024-07-31,-3.747208554558017
